name,site,description,about,business_status,phone,full_address,street,city,state,price_range,postal_code,latitude,longitude,before_and_after_photo,photo,street_view,working_hours,logo,reservation_links,,reviews,booking_appointment_link
MD Laser Tattoo Removal Baltimore,http://www.removetattoomd.com/,"MD Laser Tattoo Removal Baltimore provides expert laser tattoo removal services, focusing on safe and effective treatments for local clients.","{""Service options"": {""Language assistance"": ""English, Spanish""}, ""Accessibility"": {""Wheelchair accessible entrance"": true, ""Wheelchair accessible parking lot"": true, ""Wheelchair accessible restroom"": true}, ""Amenities"": {""Restroom"": true}, ""Planning"": {""Appointments recommended"": true}}",OPERATIONAL,+1 410-768-0262,"1600 Crain Hwy S #106, Glen Burnie, MD 21061",1600 Crain Hwy S #106,Glen Burnie,Maryland,$200 - $600,21061,39.1442788,-76.632634,https://lh5.googleusercontent.com/p/AF1QipMmVCXHUmMyHQz3daWoqwhkp21_9vvKKmT8Ucwc=w800-h500-k-no,https://lh5.googleusercontent.com/p/AF1QipMmVCXHUmMyHQz3daWoqwhkp21_9vvKKmT8Ucwc=w800-h500-k-no ,https://lh5.googleusercontent.com/p/AF1QipMmVCXHUmMyHQz3daWoqwhkp21_9vvKKmT8Ucwc=w1600-h1000-k-no,"{""Monday"": ""9AM-5PM"", ""Tuesday"": ""9AM-5PM"", ""Wednesday"": ""9AM-5PM"", ""Thursday"": ""9AM-5PM"", ""Friday"": ""9AM-5PM"", ""Saturday"": ""9AM-3PM"", ""Sunday"": ""Closed""}",https://lh3.googleusercontent.com/-R9Epmpdg8QU/AAAAAAAAAAI/AAAAAAAAAAA/RKheFbINZ8s/s44-p-k-no-ns-nd/photo.jpg,,https://www.removetattoomd.com/contact,129,"https://www.google.com/maps/place/MD+Laser+Tattoo+Removal+Baltimore/@39.144278799999995,-76.632634,14z/data=!4m8!1m2!2m1!1sMD+Laser+Tattoo+Removal+Baltimore!3m4!1s0x89b7fcb7002c0761:0x9e53668747541022!8m2!3d39.144278799999995!4d-76.632634"
Baltimore Tattoo Removal,http://www.baltimoretatremoval.com/,"Baltimore Tattoo Removal offers professional laser tattoo removal, helping clients in Baltimore erase unwanted ink with precision.","{""Accessibility"": {""Wheelchair accessible entrance"": true, ""Wheelchair accessible parking lot"": true, ""Wheelchair accessible restroom"": true}, ""Amenities"": {""Restroom"": true}, ""Planning"": {""Appointment required"": true, ""Appointments recommended"": true}}",OPERATIONAL,+1 410-458-8383,"9515 Deereco Rd #208, Timonium, MD 21093",9515 Deereco Rd #208,Timonium,Maryland,$200 - $600,21093,39.4518161,-76.6397285,No,https://lh5.googleusercontent.com/p/AF1QipMmMeObCr2MS4kri4r6A_k5P99BRDnSrZQSSj42=w800-h500-k-no ,https://lh5.googleusercontent.com/p/AF1QipMmMeObCr2MS4kri4r6A_k5P99BRDnSrZQSSj42=w1600-h1000-k-no,"{""Monday"": ""8AM-5PM"", ""Tuesday"": ""8AM-5PM"", ""Wednesday"": ""8AM-8PM"", ""Thursday"": ""8AM-5PM"", ""Friday"": ""8AM-1PM"", ""Saturday"": ""Closed"", ""Sunday"": ""Closed""}",,,,12,"https://www.google.com/maps/place/Baltimore+Tattoo+Removal/@39.451816099999995,-76.63972849999999,14z/data=!4m8!1m2!2m1!1sBaltimore+Tattoo+Removal!3m4!1s0x89c80e00484f3043:0xb21e635fc7149e5e!8m2!3d39.451816099999995!4d-76.63972849999999"
Removery Tattoo Removal & Fading,https://removery.com/tattoo-removal/locations/ma/boston/back-bay/?rsi=3ecff237-8ef6-40d4-91f5-eb78b0566942,"Removery is the world’s leading tattoo removal company, specializing in safe, expert laser treatments to remove or fade unwanted ink.","{""Service options"": {""Language assistance"": ""English, Spanish""}, ""Accessibility"": {""Wheelchair accessible entrance"": true, ""Wheelchair accessible parking lot"": true, ""Wheelchair accessible restroom"": true, ""Wheelchair accessible seating"": true}, ""Amenities"": {""Gender-neutral restroom"": true, ""Restroom"": true, ""Restaurant"": false}, ""Crowd"": {""LGBTQ+ friendly"": true, ""Transgender safespace"": true}, ""Planning"": {""Appointments recommended"": true}, ""Other"": {""LGBTQ+ friendly"": true}}",OPERATIONAL,+1 617-858-8691,"661 Boylston St 3rd floor, Boston, MA 02116",661 Boylston St 3rd floor,Boston,Massachusetts,$200 - $650,02116,42.3500025,-71.0786776,No,https://lh5.googleusercontent.com/p/AF1QipORdR4ASaiudfr-llGRU1LFkMSZC-i3xFbUBPXC=w800-h500-k-no ,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=a7lMucmF1hv75-jyZCWthQ&cb_client=search.gws-prod.gps&w=1600&h=1000&yaw=335.85742&pitch=0&thumbfov=100,"{""Monday"": ""Closed"", ""Tuesday"": ""9:30AM-6PM"", ""Wednesday"": ""9:30AM-6PM"", ""Thursday"": ""9:30AM-6PM"", ""Friday"": ""9:30AM-6PM"", ""Saturday"": ""9AM-3PM"", ""Sunday"": ""Closed""}",https://lh4.googleusercontent.com/-TeI24r7g74o/AAAAAAAAAAI/AAAAAAAAAAA/wR3uQp0wtAk/s44-p-k-no-ns-nd/photo.jpg,,https://removery.com/online-booking/?rsi=2d7320e2-ffad-4475-aa39-1b9681252a12,517,"https://www.google.com/maps/place/Removery+Tattoo+Removal+%26+Fading/@42.350002499999995,-71.07867759999999,14z/data=!4m8!1m2!2m1!1sRemovery+Tattoo+Removal+%26+Fading!3m4!1s0x89e37a7896a22fa9:0x63166e606fde7246!8m2!3d42.350002499999995!4d-71.07867759999999"
Removery Tattoo Removal & Fading,https://removery.com/tattoo-removal/locations/ma/boston/dedham/?rsi=3ecff237-8ef6-40d4-91f5-eb78b0566942,"Removery is the world’s leading tattoo removal company, specializing in safe, expert laser treatments to remove or fade unwanted ink.","{""Service options"": {""Onsite services"": true, ""Language assistance"": ""English, Spanish""}, ""Accessibility"": {""Wheelchair accessible parking lot"": true, ""Wheelchair accessible restroom"": true, ""Wheelchair accessible seating"": true}, ""Amenities"": {""Gender-neutral restroom"": true, ""Restroom"": true, ""Restaurant"": false}, ""Crowd"": {""LGBTQ+ friendly"": true, ""Transgender safespace"": true}, ""Planning"": {""Appointments recommended"": true}, ""Other"": {""LGBTQ+ friendly"": true}}",OPERATIONAL,+1 207-290-8758,"910 Providence Hwy, Dedham, MA 02026",910 Providence Hwy,Dedham,Massachusetts,$200 - $650,02026,42.2337992,-71.1792244,https://lh5.googleusercontent.com/p/AF1QipMZXthTYjZ1sMMqH4om82WqX2ShZYAyEWsPpy-3=w800-h500-k-no ,https://lh5.googleusercontent.com/p/AF1QipMZXthTYjZ1sMMqH4om82WqX2ShZYAyEWsPpy-3=w800-h500-k-no ,https://lh5.googleusercontent.com/p/AF1QipMZXthTYjZ1sMMqH4om82WqX2ShZYAyEWsPpy-3=w1600-h1000-k-no,"{""Monday"": ""Closed"", ""Tuesday"": ""10:30AM-7PM"", ""Wednesday"": ""10AM-6PM"", ""Thursday"": ""10AM-6PM"", ""Friday"": ""9:30AM-5:30PM"", ""Saturday"": ""9AM-3PM"", ""Sunday"": ""Closed""}",https://lh6.googleusercontent.com/-XumEgyBxdeA/AAAAAAAAAAI/AAAAAAAAAAA/F4AHrBymh74/s44-p-k-no-ns-nd/photo.jpg,,https://removery.com/online-booking/?rsi=2d7320e2-ffad-4475-aa39-1b9681252a12,118,"https://www.google.com/maps/place/Removery+Tattoo+Removal+%26+Fading/@42.2337992,-71.1792244,14z/data=!4m8!1m2!2m1!1sRemovery+Tattoo+Removal+%26+Fading!3m4!1s0x89e37f4309e46685:0x7d349673447f9a0e!8m2!3d42.2337992!4d-71.1792244"
Clarity Tattoo Removal,https://claritytattooremoval.com/,Clarity Tattoo Removal delivers advanced laser tattoo removal with a focus on clear results and client satisfaction.,"{""From the business"": {""Identifies as LGBTQ+ owned"": true}, ""Accessibility"": {""Wheelchair accessible restroom"": true}, ""Amenities"": {""Restroom"": true}, ""Crowd"": {""LGBTQ+ friendly"": true, ""Transgender safespace"": true}, ""Planning"": {""Appointment required"": true, ""Appointments recommended"": true}, ""Other"": {""LGBTQ+ friendly"": true, ""Identifies as LGBTQ+ owned"": true}}",OPERATIONAL,+1 617-650-0058,"259 Elm St Suite LL1, Somerville, MA 02144",259 Elm St Suite LL1,Somerville,Massachusetts,$200 - $650,02144,42.3958538,-71.1217813,No,https://lh5.googleusercontent.com/p/AF1QipM_4FBI00iqs4mHlxrcGJHPd2X6Audns8GOEIVH=w800-h500-k-no ,https://lh5.googleusercontent.com/p/AF1QipM_4FBI00iqs4mHlxrcGJHPd2X6Audns8GOEIVH=w1600-h1000-k-no,"{""Monday"": ""Closed"", ""Tuesday"": ""10AM-6PM"", ""Wednesday"": ""10AM-6PM"", ""Thursday"": ""10AM-6PM"", ""Friday"": ""10AM-6PM"", ""Saturday"": ""10AM-6PM"", ""Sunday"": ""Closed""}",https://lh6.googleusercontent.com/-oHEks2pYLVU/AAAAAAAAAAI/AAAAAAAAAAA/WUuG6_YFaJo/s44-p-k-no-ns-nd/photo.jpg,,https://claritytattooremoval.com/book-now/,18,"https://www.google.com/maps/place/Clarity+Tattoo+Removal/@42.3958538,-71.1217813,14z/data=!4m8!1m2!2m1!1sClarity+Tattoo+Removal!3m4!1s0x89e37786e259ca6f:0xc37710bba1c8b71!8m2!3d42.3958538!4d-71.1217813"
NEO Tattoo Removal & Fading,https://neotattooremoval.com/,"NEO Tattoo Removal & Fading provides expert laser treatments to remove or fade tattoos, emphasizing safety and effectiveness.","{""Accessibility"": {""Wheelchair accessible parking lot"": true}, ""Amenities"": {""Restroom"": true}, ""Planning"": {""Appointments recommended"": true}}",OPERATIONAL,+1 617-221-5321,"20 Chestnut St Suite 11, Needham, MA 02492",20 Chestnut St Suite 11,Needham,Massachusetts,$200 - $650,02492,42.2797822,-71.2367968,https://lh5.googleusercontent.com/p/AF1QipOOPll1EokzHuF5AiS7jlFcD-W5i_KbL2kROjC1=w800-h500-k-no,https://lh5.googleusercontent.com/p/AF1QipOOPll1EokzHuF5AiS7jlFcD-W5i_KbL2kROjC1=w800-h500-k-no,https://lh5.googleusercontent.com/p/AF1QipOOPll1EokzHuF5AiS7jlFcD-W5i_KbL2kROjC1=w1600-h1000-k-no,"{""Monday"": ""9AM-6PM"", ""Tuesday"": ""9AM-6PM"", ""Wednesday"": ""9AM-6PM"", ""Thursday"": ""9AM-6PM"", ""Friday"": ""9AM-6PM"", ""Saturday"": ""10AM-4PM"", ""Sunday"": ""Closed""}",https://lh5.googleusercontent.com/-irogjuTydNc/AAAAAAAAAAI/AAAAAAAAAAA/lS2YI5r2OKU/s44-p-k-no-ns-nd/photo.jpg,,,55,"https://www.google.com/maps/place/NEO+Tattoo+Removal+%26+Fading/@42.2797822,-71.2367968,14z/data=!4m8!1m2!2m1!1sNEO+Tattoo+Removal+%26+Fading!3m4!1s0x89e3814dbac24ccb:0xd72cf9f444462d5c!8m2!3d42.2797822!4d-71.2367968"
Removery Tattoo Removal & Fading,https://removery.com/tattoo-removal/locations/ma/boston/braintree/?rsi=3ecff237-8ef6-40d4-91f5-eb78b0566942,"Removery is the world’s leading tattoo removal company, specializing in safe, expert laser treatments to remove or fade unwanted ink.","{""Service options"": {""Language assistance"": ""English, Spanish""}, ""Accessibility"": {""Wheelchair accessible parking lot"": true, ""Wheelchair accessible restroom"": true, ""Wheelchair accessible seating"": true}, ""Amenities"": {""Gender-neutral restroom"": true, ""Restroom"": true, ""Restaurant"": false}, ""Crowd"": {""LGBTQ+ friendly"": true, ""Transgender safespace"": true}, ""Planning"": {""Appointments recommended"": true}, ""Other"": {""LGBTQ+ friendly"": true}}",OPERATIONAL,+1 339-331-0670,"25 Elm St, Braintree, MA 02184",25 Elm St,Braintree,Massachusetts,$200 - $650,02184,42.2209612,-71.0033674,No,https://lh5.googleusercontent.com/p/AF1QipPkisAL7ffvEstwMu-NvHW2p-CoQ7Bhxr9KuH8k=w800-h500-k-no ,https://lh5.googleusercontent.com/p/AF1QipPkisAL7ffvEstwMu-NvHW2p-CoQ7Bhxr9KuH8k=w1600-h1000-k-no,"{""Monday"": ""Closed"", ""Tuesday"": ""9:30AM-6PM"", ""Wednesday"": ""9:30AM-6PM"", ""Thursday"": ""9:30AM-6PM"", ""Friday"": ""9:30AM-5PM"", ""Saturday"": ""9AM-3PM"", ""Sunday"": ""Closed""}",https://lh5.googleusercontent.com/-YRQzsCi0Kk8/AAAAAAAAAAI/AAAAAAAAAAA/ZpKjedxpnIQ/s44-p-k-no-ns-nd/photo.jpg,,https://removery.com/online-booking/?rsi=2d7320e2-ffad-4475-aa39-1b9681252a12,381,"https://www.google.com/maps/place/Removery+Tattoo+Removal+%26+Fading/@42.2209612,-71.0033674,14z/data=!4m8!1m2!2m1!1sRemovery+Tattoo+Removal+%26+Fading!3m4!1s0x89e37d2d3b66f613:0xa1a2ebb4402e600e!8m2!3d42.2209612!4d-71.0033674"
Atlantic Laser Tattoo Removal,http://www.atlantictattooremoval.com/,Atlantic Laser Tattoo Removal offers professional tattoo removal services using advanced laser technology for optimal results.,"{""Accessibility"": {""Wheelchair accessible entrance"": true, ""Wheelchair accessible parking lot"": true, ""Wheelchair accessible restroom"": true}, ""Amenities"": {""Restroom"": true}, ""Planning"": {""Appointments recommended"": true}}",OPERATIONAL,+1 757-340-4663,"277 N Lynnhaven Rd #111, Virginia Beach, VA 23452",277 N Lynnhaven Rd #111,Virginia Beach,Virginia,$175 - $550,23452,36.8430272,-76.0714847,No,https://lh5.googleusercontent.com/p/AF1QipNG8OMWSDvnAk4_Reg-uta37if24MNCJrExpZ4N=w800-h500-k-no ,https://lh5.googleusercontent.com/p/AF1QipNG8OMWSDvnAk4_Reg-uta37if24MNCJrExpZ4N=w1600-h1000-k-no,"{""Monday"": ""9AM-7PM"", ""Tuesday"": ""9AM-7PM"", ""Wednesday"": ""9AM-7PM"", ""Thursday"": ""9AM-7PM"", ""Friday"": ""9AM-7PM"", ""Saturday"": ""9AM-3PM"", ""Sunday"": ""Closed""}",https://lh4.googleusercontent.com/-a0sCj2hyyro/AAAAAAAAAAI/AAAAAAAAAAA/4opF830Zoyw/s44-p-k-no-ns-nd/photo.jpg,,,101,"https://www.google.com/maps/place/Atlantic+Laser+Tattoo+Removal/@36.8430272,-76.0714847,14z/data=!4m8!1m2!2m1!1sAtlantic+Laser+Tattoo+Removal!3m4!1s0x89baeac5b3ecfcb1:0xb3393b82d1e999a4!8m2!3d36.8430272!4d-76.0714847"
East Coast Laser Tattoo Removal,https://eastcoastlasertattooremoval.com/,"East Coast Laser Tattoo Removal specializes in safe, effective laser tattoo removal for clients along the East Coast.","{""Accessibility"": {""Wheelchair accessible parking lot"": true}, ""Planning"": {""Appointments recommended"": true}}",OPERATIONAL,+1 804-447-2300,"2727 Enterprise Pkwy #106, Richmond, VA 23294",2727 Enterprise Pkwy #106,Richmond,Virginia,$175 - $550,23294,37.6228377,-77.5314303,https://lh5.googleusercontent.com/p/AF1QipOzsAjVUGmPFEq4WWTBEzz0GFzKeKCpNbHLbLjD=w800-h500-k-no ,https://lh5.googleusercontent.com/p/AF1QipOzsAjVUGmPFEq4WWTBEzz0GFzKeKCpNbHLbLjD=w800-h500-k-no ,https://lh5.googleusercontent.com/p/AF1QipOzsAjVUGmPFEq4WWTBEzz0GFzKeKCpNbHLbLjD=w1600-h1000-k-no,"{""Monday"": ""Closed"", ""Tuesday"": ""9AM-7PM"", ""Wednesday"": ""9AM-7PM"", ""Thursday"": ""9AM-7PM"", ""Friday"": ""9AM-7PM"", ""Saturday"": ""9AM-3PM"", ""Sunday"": ""Closed""}",https://lh6.googleusercontent.com/-8iAG5GwmI4M/AAAAAAAAAAI/AAAAAAAAAAA/kL5lHCwruRk/s44-p-k-no-ns-nd/photo.jpg,,https://eastcoastlasertattooremoval.com/contact/,49,"https://www.google.com/maps/place/East+Coast+Laser+Tattoo+Removal/@37.6228377,-77.5314303,14z/data=!4m8!1m2!2m1!1sEast+Coast+Laser+Tattoo+Removal!3m4!1s0x89b11510e8423569:0x59897c49b1c3b454!8m2!3d37.6228377!4d-77.5314303"
Regretful Heart Laser Tattoo Removal,http://www.regretfulheart.com/,"Regretful Heart provides compassionate laser tattoo removal services, helping clients move past unwanted tattoos.","{""From the business"": {""Identifies as women-owned"": true}, ""Accessibility"": {""Wheelchair accessible entrance"": true, ""Wheelchair accessible parking lot"": true, ""Wheelchair accessible seating"": false}, ""Amenities"": {""Restroom"": true}, ""Planning"": {""Appointment required"": true, ""Appointments recommended"": true}, ""Other"": {""Identifies as women-owned"": true}}",OPERATIONAL,+1 804-404-6428,"213 E Grace St #100, Richmond, VA 23219",213 E Grace St #100,Richmond,Virginia,$175 - $550,23219,37.5433578,-77.4406727,https://lh5.googleusercontent.com/p/AF1QipPfoB0pS8PkeFEKCUplrFKlwACh4GvKMxrFsqdT=w800-h500-k-no ,https://lh5.googleusercontent.com/p/AF1QipPfoB0pS8PkeFEKCUplrFKlwACh4GvKMxrFsqdT=w800-h500-k-no ,https://lh5.googleusercontent.com/p/AF1QipPfoB0pS8PkeFEKCUplrFKlwACh4GvKMxrFsqdT=w1600-h1000-k-no,"{""Monday"": ""10AM-5PM"", ""Tuesday"": ""10AM-5PM"", ""Wednesday"": ""10AM-5PM"", ""Thursday"": ""10AM-5PM"", ""Friday"": ""10AM-5PM"", ""Saturday"": ""12-5PM"", ""Sunday"": ""12-5PM""}",https://lh5.googleusercontent.com/-AJ0Tfcz-uWg/AAAAAAAAAAI/AAAAAAAAAAA/war-4sfaHDU/s44-p-k-no-ns-nd/photo.jpg,,,59,"https://www.google.com/maps/place/Regretful+Heart+Laser+Tattoo+Removal/@37.543357799999995,-77.4406727,14z/data=!4m8!1m2!2m1!1sRegretful+Heart+Laser+Tattoo+Removal!3m4!1s0x89b1112843bdcb47:0xee4037041057d4b1!8m2!3d37.543357799999995!4d-77.4406727"
Removery Tattoo Removal & Fading,https://removery.com/tattoo-removal/locations/va/washintgon-dc/arlington/?rsi=3ecff237-8ef6-40d4-91f5-eb78b0566942,"Removery is the world’s leading tattoo removal company, specializing in safe, expert laser treatments to remove or fade unwanted ink.","{""Service options"": {""Language assistance"": ""English, Spanish""}, ""Accessibility"": {""Wheelchair accessible entrance"": true, ""Wheelchair accessible parking lot"": true, ""Wheelchair accessible restroom"": true, ""Wheelchair accessible seating"": true}, ""Amenities"": {""Gender-neutral restroom"": true, ""Restroom"": true, ""Restaurant"": false}, ""Crowd"": {""LGBTQ+ friendly"": true, ""Transgender safespace"": true}, ""Planning"": {""Appointments recommended"": true}, ""Other"": {""LGBTQ+ friendly"": true}}",OPERATIONAL,+1 704-850-5367,"4238 Wilson Blvd Unit 1150, Arlington, VA 22203",4238 Wilson Blvd Unit 1150,Arlington,Virginia,$175 - $550,22203,38.8788257,-77.1112114,No,https://lh5.googleusercontent.com/p/AF1QipPzsXJ5Em8QwRQan2baq7tVoDZUHsVmrLvOrQpR=w800-h500-k-no,https://lh5.googleusercontent.com/p/AF1QipPzsXJ5Em8QwRQan2baq7tVoDZUHsVmrLvOrQpR=w1600-h1000-k-no,"{""Monday"": ""Closed"", ""Tuesday"": ""9:30AM-6PM"", ""Wednesday"": ""9:30AM-6PM"", ""Thursday"": ""11AM-7PM"", ""Friday"": ""9AM-5PM"", ""Saturday"": ""9AM-2PM"", ""Sunday"": ""Closed""}",https://lh5.googleusercontent.com/-C7dRzeun9Og/AAAAAAAAAAI/AAAAAAAAAAA/VO7tODv_i18/s44-p-k-no-ns-nd/photo.jpg,,https://removery.com/online-booking/?rsi=2d7320e2-ffad-4475-aa39-1b9681252a12,322,"https://www.google.com/maps/place/Removery+Tattoo+Removal+%26+Fading/@38.8788257,-77.1112114,14z/data=!4m8!1m2!2m1!1sRemovery+Tattoo+Removal+%26+Fading!3m4!1s0x89b7b5e89da04c69:0x4402173cae8f41f7!8m2!3d38.8788257!4d-77.1112114"
Rethink Laser Tattoo Removal,https://rethinklasertattooremoval.com/,"Rethink Laser Tattoo Removal offers expert tattoo removal services, encouraging clients to rethink their ink with safe treatments.","{""From the business"": {""Identifies as women-owned"": true}, ""Accessibility"": {""Wheelchair accessible parking lot"": true}, ""Amenities"": {""Restroom"": true}, ""Crowd"": {""LGBTQ+ friendly"": true, ""Transgender safespace"": true}, ""Planning"": {""Appointment required"": true, ""Appointments recommended"": true}, ""Other"": {""LGBTQ+ friendly"": true, ""Identifies as women-owned"": true}}",OPERATIONAL,+1 571-562-5231,"1010 N Glebe Rd, Arlington, VA 22201",1010 N Glebe Rd,Arlington,Virginia,$175 - $550,22201,38.8833234,-77.1169652,https://lh5.googleusercontent.com/p/AF1QipPlh17O1o3S1VfWe7TyXx0NvdBK1HZ4cC3YH4Op=w800-h500-k-no,https://lh5.googleusercontent.com/p/AF1QipPlh17O1o3S1VfWe7TyXx0NvdBK1HZ4cC3YH4Op=w800-h500-k-no,https://lh5.googleusercontent.com/p/AF1QipPlh17O1o3S1VfWe7TyXx0NvdBK1HZ4cC3YH4Op=w1600-h1000-k-no,"{""Monday"": ""9AM-6PM"", ""Tuesday"": ""9AM-6PM"", ""Wednesday"": ""9AM-6PM"", ""Thursday"": ""9AM-6PM"", ""Friday"": ""9AM-6PM"", ""Saturday"": ""9AM-6PM"", ""Sunday"": ""9AM-6PM""}",https://lh4.googleusercontent.com/-6Hexj9Re_8o/AAAAAAAAAAI/AAAAAAAAAAA/EQHG_l326Y8/s44-p-k-no-ns-nd/photo.jpg,,https://www.vagaro.com/googlemap/U2FsdGVkX1-qOsM5s12wp031KiigOFNr5WoC-t3U1Io=?hl=en-US&gei=JWPQZ6PYAc2Exc8P4pznqQk&rwg_token=AAiGsoaL5t_ENSGi9Jpr2tmRJI_liUWEokaMuaJoosWFgQ-H6D8CDdy2SAN7Ip80nS2Qv3-jle96VRTO8xhwUtKIDxlwu-YOmA%3D%3D,25,"https://www.google.com/maps/place/Rethink+Laser+Tattoo+Removal/@38.883323399999995,-77.1169652,14z/data=!4m8!1m2!2m1!1sRethink+Laser+Tattoo+Removal!3m4!1s0x89b7b569fb593b87:0xa54d4266a7175e7!8m2!3d38.883323399999995!4d-77.1169652"
Laser Eraser: Laser Tattoo Removal,https://lasereraserparamus.com/,"Laser Eraser provides advanced laser tattoo removal, dedicated to erasing tattoos with precision and care.","{""From the business"": {""Identifies as Latino-owned"": true}, ""Accessibility"": {""Wheelchair accessible parking lot"": true}, ""Amenities"": {""Restroom"": true}, ""Planning"": {""Appointments recommended"": true}, ""Other"": {""Identifies as Latino-owned"": true}}",OPERATIONAL,+1 201-743-3737,"193 NJ-17, Paramus, NJ 07652",193 NJ-17,Paramus,New Jersey,$200 - $650,07652,40.9341128,-74.0713937,https://lh5.googleusercontent.com/p/AF1QipNOQdE127PXx0a0JtFPe0BS6fafbi8JDzUnSTni=w800-h500-k-no,https://lh5.googleusercontent.com/p/AF1QipNOQdE127PXx0a0JtFPe0BS6fafbi8JDzUnSTni=w800-h500-k-no,https://lh5.googleusercontent.com/p/AF1QipNOQdE127PXx0a0JtFPe0BS6fafbi8JDzUnSTni=w1600-h1000-k-no,"{""Monday"": ""Closed"", ""Tuesday"": ""9AM-7PM"", ""Wednesday"": ""9AM-5PM"", ""Thursday"": ""10AM-6PM"", ""Friday"": ""10AM-6PM"", ""Saturday"": ""9AM-3PM"", ""Sunday"": ""Closed""}",https://lh4.googleusercontent.com/-Teu4UfAkwMA/AAAAAAAAAAI/AAAAAAAAAAA/bgFhl7ht0CU/s44-p-k-no-ns-nd/photo.jpg,,,11,"https://www.google.com/maps/place/Laser+Eraser%3A+Laser+Tattoo+Removal/@40.9341128,-74.0713937,14z/data=!4m8!1m2!2m1!1sLaser+Eraser%3A+Laser+Tattoo+Removal!3m4!1s0x89c2fbb3c58b5957:0xfea460910e5cf8ae!8m2!3d40.9341128!4d-74.0713937"
Removery Tattoo Removal & Fading,https://removery.com/tattoo-removal/locations/new-jersey/wayne/?rsi=3ecff237-8ef6-40d4-91f5-eb78b0566942,"Removery is the world’s leading tattoo removal company, specializing in safe, expert laser treatments to remove or fade unwanted ink.","{""Service options"": {""Language assistance"": ""English, Spanish""}, ""Accessibility"": {""Wheelchair accessible entrance"": true, ""Wheelchair accessible parking lot"": true, ""Wheelchair accessible restroom"": true, ""Wheelchair accessible seating"": true}, ""Amenities"": {""Gender-neutral restroom"": true, ""Restroom"": true, ""Restaurant"": false}, ""Crowd"": {""LGBTQ+ friendly"": true, ""Transgender safespace"": true}, ""Planning"": {""Appointments recommended"": true}, ""Other"": {""LGBTQ+ friendly"": true}}",OPERATIONAL,+1 973-566-5970,"155 Willowbrook Blvd Suite 210, Wayne, NJ 07470",155 Willowbrook Blvd Suite 210,Wayne,New Jersey,$200 - $650,07470,40.8864298,-74.2544671,No,https://lh5.googleusercontent.com/p/AF1QipPs2C1s56HK___qlwx82fO7GG5a_dRqnVm_z2s0=w800-h500-k-no,https://lh5.googleusercontent.com/p/AF1QipPs2C1s56HK___qlwx82fO7GG5a_dRqnVm_z2s0=w1600-h1000-k-no,"{""Monday"": ""Closed"", ""Tuesday"": ""9:30AM-5PM"", ""Wednesday"": ""9:30AM-5PM"", ""Thursday"": ""9:30AM-5PM"", ""Friday"": ""9:30AM-5PM"", ""Saturday"": ""9:30AM-3PM"", ""Sunday"": ""Closed""}",https://lh5.googleusercontent.com/-NrHk6FCubQ0/AAAAAAAAAAI/AAAAAAAAAAA/GTPurjSaJ78/s44-p-k-no-ns-nd/photo.jpg,,https://removery.com/online-booking/?rsi=2d7320e2-ffad-4475-aa39-1b9681252a12,275,"https://www.google.com/maps/place/Removery+Tattoo+Removal+%26+Fading/@40.886429799999995,-74.2544671,14z/data=!4m8!1m2!2m1!1sRemovery+Tattoo+Removal+%26+Fading!3m4!1s0x89c2fd776415553d:0x26b6e8797874e49a!8m2!3d40.886429799999995!4d-74.2544671"
Laser Eraser: Laser Tattoo Removal,https://lasererasernow.com/,"Laser Eraser provides advanced laser tattoo removal, dedicated to erasing tattoos with precision and care.","{""Accessibility"": {""Wheelchair accessible parking lot"": true}, ""Amenities"": {""Restroom"": true}, ""Planning"": {""Appointments recommended"": true}}",OPERATIONAL,+1 848-304-3075,"77 Central Ave, Clark, NJ 07066",77 Central Ave,Clark,New Jersey,$200 - $650,07066,40.6263952,-74.3068245,No,https://lh3.googleusercontent.com/gps-cs-s/AB5caB8ZssuOB7YjIbm3FgSUSW5goYZBe05bP5Y6NdRh_GHxCOPo_5V9j_bgXyUKxvisDv13atnUb4IAf0dK1-LgptlIzLK8s_aa3YSgKTOnif6jPcZgmOUTDXh9A4s43hr59om6qlI4kQ=w800-h500-k-no,https://lh3.googleusercontent.com/gps-cs-s/AB5caB8ZssuOB7YjIbm3FgSUSW5goYZBe05bP5Y6NdRh_GHxCOPo_5V9j_bgXyUKxvisDv13atnUb4IAf0dK1-LgptlIzLK8s_aa3YSgKTOnif6jPcZgmOUTDXh9A4s43hr59om6qlI4kQ=w1600-h1000-k-no,"{""Monday"": ""Closed"", ""Tuesday"": ""9AM-7PM"", ""Wednesday"": ""9AM-5PM"", ""Thursday"": ""10AM-6PM"", ""Friday"": ""10AM-6PM"", ""Saturday"": ""9AM-3PM"", ""Sunday"": ""Closed""}",https://lh4.googleusercontent.com/-LMBZyOisDXc/AAAAAAAAAAI/AAAAAAAAAAA/VWSjnQcvgwM/s44-p-k-no-ns-nd/photo.jpg,,https://lasereraser.zenoti.com/webstoreNew/services,88,"https://www.google.com/maps/place/Laser+Eraser%3A+Laser+Tattoo+Removal/@40.6263952,-74.30682449999999,14z/data=!4m8!1m2!2m1!1sLaser+Eraser%3A+Laser+Tattoo+Removal!3m4!1s0x89c3b3fc7814a523:0xd2a1ad0fa23c6148!8m2!3d40.6263952!4d-74.30682449999999"
